product_name,model,link,ryans_price,brand,picLink,description
AMD Ryzen 5 1500X 3.5-3.7 GHz 4-Core 18MB+ Cache 65W AM4 Turbo Processor,AMD Ryzen 5 1500X,https://ryanscomputers.com/amd-ryzen-5-1500x-3-5-3-7-ghz-4-core-16mb-cache-65w-am4-turbo-processor.html,"13,900

",AMD,https://ryanscomputers.com/media/catalog/product/cache/1/small_image/300x200/9df78eab33525d08d6e5fb8d27136e95/a/m/amd_ryzen_5_1500x-1.jpg,"AMD Ryzen 5 1500X 3.5-3.7 GHz 4-Core 18MB+ Cache 65W AM4 Turbo Processor
High-Performance Gaming and Processing
4 cores with 8 threads for high performance gaming and processing
 plus XFR
The Balance of Power Has Shifted
AMD Ryzen 5 1500X: High-performance gaming and processing
Setting the Bar for High Performance and Efficiency
AMD’s high-performance x86 Core “Zen” architecture delivers >52% improvement in instructions-per-clock cycle over the previous generation AMD core
 without increasing power
Performance and Efficiency for Next-​Gen Applications
Cloud computing
 enterprise productivity
 immersive visual experiences
 gaming and data security open up new frontiers – and demand more computing performance with maximum energy efficiency. From the very beginning
 AMD engineers designed the new “Zen” core to meet those demands with a high-performance execution engine
 large caches
 and powerful multi-threading capabilities.
Powered by the AM4 Platform
The new AMD AM4 Platform puts effortless compatibility front and center. Our new 1331-pin processor socket works with the 7th Gen AMD APU
 AMD Ryzen CPU
 and the upcoming “Raven Ridge” APU. The one Socket AM4 motherboard you buy will work with any AM4 processor! And with support for the latest I/O standards like USB 3.1 Gen 2
 NVMe
 or PCI Express® 3.0
 it’s easy to build a high-performance system that can grow with your needs.2
AMD SenseMI Technology. Technology that thinks.
AMD introduces SenseMI technology
 a set of learning and adapting features that help the AMD Ryzen processor customize its performance to you and your applications. Finally: performance that thinks.
AMD Ryzen Master
Your tool to unlock AMD Ryzen Processors
Every AMD Ryzen processor is multiplier-unlocked from the factory
 so you can personalize performance to your taste. AMD provides the AMD Ryzen Master utility to access this powerful advantage
Personalized Performance
AMD Ryzen Master provides for up to four profiles to store custom clocks and voltage adjustments for both the Ryzen CPU and DDR4 memory. You can park cores and adjust memory timings
 too.
System Monitoring
Accurate hardware status updates are vital
 so AMD Ryzen Master has you covered with both real-time monitoring and a histogram of per-core clock rates and temperature
 including average and peak readings.
Virtualization Solutions
We understand doing more with less is an unavoidable challenge when conducting business today. To help you meet that challenge head on
 we developed a unique suite of innovative virtualization technologies and integrated them directly into all AMD Opteron processors.
 
Model - AMD Ryzen 5 1500X
 Code-Name - Summit Ridge
 Base Frequency - 3.5 GHz
 Turbo Frequency Max. - 3.7 GHz
 Core - 4
 Threads - 8
 L2 Cache - 2 MB
 L3 Cache - 16 MB
 TDP - 65 W
 Lithography - 14 nm
 Memory Type - DDR4
 Memory Chanels - 2
 Sockets Supported - AM4
 Warranty - 3 Year (No Warranty for Fan or Cooler)"
"Intel 9th Gen Coffee Lake Core i5 9400F 2.9GHz-4.10GHz 6 Core, 9MB Cache Processor",Intel Core i5 9400F,https://ryanscomputers.com/intel-9th-gen-coffee-lake-core-i5-9400f-2-9ghz-4-10ghz-6-core-9mb-cache-processor-12291.html,"15,200

",Intel,https://ryanscomputers.com/media/catalog/product/cache/1/small_image/300x200/9df78eab33525d08d6e5fb8d27136e95/9/4/9400f.jpg,"Model - Intel Core i5 9400F
 Code-Name - Coffee Lake
 Generation - 9th Gen
 Base Frequency - 2.9 GHz
 Turbo Frequency Max. - 4.10 GHz
 Core - 6
 Threads - 6
 Smart Cache - 9 MB
 Bus Speed - 8 GT/s DMI3
 TDP - 65 W
 Lithography - 14 nm
 Memory Max. - 128 GB
 Memory Type - DDR4-2666
 Memory Chanels - 2
 ECC Memory Supported - No
 Sockets Supported - LGA1151
 Warranty - 3 Year (No Warranty for Fan or Cooler)
 Specialty - Intel Optane Memory Supported
 Intel Virtualization Technology (VT-x)
 Intel Identity Protection Technology
 Thermal Monitoring Technologies
 Enhanced Intel SpeedStep Technology
 Others - PCI Express Revision: 3.0
 Intel Turbo Boost Technology: 2.0
 Compatible Products - Chipset: H370
 B360
 Z390
 Z370
 H310
 Q370
 Form Factor: ATX
 microATX
 Mini-ITX"
AMD Ryzen 5 2600 3.4GHz-3.9GHz 6 Core 19MB Cache AM4 Socket Processor,AMD Ryzen 5 2600,https://ryanscomputers.com/amd-ryzen-5-2600-3-4ghz-3-9ghz-6-core-19mb-cache-am4-socket-processor.html,"15,500

",AMD,https://ryanscomputers.com/media/catalog/product/cache/1/small_image/300x200/9df78eab33525d08d6e5fb8d27136e95/r/y/ryzen-5-2600.jpg,"Model - AMD Ryzen 5 2600
 Base Frequency - 3.4 GHz
 Turbo Frequency Max. - 3.9 GHz
 Core - 6
 Threads - 12
 L2 Cache - 3 MB
 L3 Cache - 16 MB
 TDP - 65 W
 Lithography - 12 nm FinFET
 Memory Type - DDR4 2933MHz
 Memory Chanels - 2
 Sockets Supported - AM4
 Warranty - 3 Year (No Warranty for Fan or Cooler)
 Specialty - AMD StoreMI Technology
 AMD SenseMI Technology
 AMD Ryzen Master Utility
 AMD Ryzen VR-Ready Premium
 Others - Thermal Solution: Wraith Stealth
 PCI Express Version: PCIe 3.0 x16
 Max Temps: 95Degree C"
Intel Kaby Lake Core i5 7400 3.00-3.50GHz 6MB Cache LGA1151 7th Gen.Processor,Intel Kaby Lake Core i5 7400,https://ryanscomputers.com/components/processor/intel-kaby-lake-core-i5-7th-gen.html,"16,500

",Intel,https://ryanscomputers.com/media/catalog/product/cache/1/small_image/300x200/9df78eab33525d08d6e5fb8d27136e95/i/5/i5-7400-1.jpg,"Model - Intel Kaby Lake Core i5 7400
 Code-Name - Kaby Lake
 Generation - 7th
 Base Frequency - 3.00 GHz
 Turbo Frequency Max. - 3.50 GHz
 Core - 4
 Threads - 4
 Smart Cache - 6 MB
 Bus Speed - 8 GT/s DMI3
 TDP - 65 W
 Lithography - 14 nm
 Memory Max. - 64 GB
 Memory Type - DDR4-2133/2400
 DDR3L-1333/1600 @ 1.35V
 Memory Chanels - 2
 Processor Graphics - Intel HD Graphics 630
 Graphics Base Frequency - 350.00 MHz
 Graphics Dynamic Frequency Max. - 1.00 GHz
 Graphics Video Memory Max. - 64 GB
 Graphics Resolution Max. - 4096x2304@24Hz
 DirectX Support - 12
 OpenGL Support - 4.4
 Sockets Supported - LGA1151
 Warranty - 3 Year (No Warranty for Fan or Cooler)
 Specialty - InTru 3D Technology
 Clear Video HD Technology
 Displays Supported-3
 Virtualization Technology
  4K Support
 Optane Memory Supported
 Turbo Boost Technology
 Compatible Products - Chipset: Z270
 Z170
 H170
 H270
 H110
 B150
 B250
 Q270
 Q170"
AMD Ryzen 5 1600X 3.6-4.0GHz 6-Core 19MB+ Cache 95W AM4 Unlocked Processor,AMD Ryzen 5 1600X,https://ryanscomputers.com/components/processor/amd-ryzen-5-1600x-3-6-4-0ghz-6-core-19mb-cache-95w-am4-unlocked-processor.html,"17,400

",AMD,https://ryanscomputers.com/media/catalog/product/cache/1/small_image/300x200/9df78eab33525d08d6e5fb8d27136e95/a/m/amd-ryzen-5-1600x-1.jpg,"Model - AMD Ryzen 5 1600X
 Code-Name - Summit Ridge
 Base Frequency - 3.6 GHz
 Turbo Frequency Max. - 4.0 GHz
 Core - 6
 Threads - 12
 L2 Cache - 3 MB
 L3 Cache - 16 MB
 TDP - 95 W
 Lithography - 14 nm
 Memory Type - DDR4
 Memory Chanels - 2
 Sockets Supported - AM4
 Warranty - 3 Year (No Warranty for Fan or Cooler)
 Specialty - Unlocked Processor
 AMD SenseMI Technology
 AMD XFR (eXtended Frequency Range) Technology
 Others - Max System Memory Speed: 2667MHz
 Without Fan and Cooler"
"Intel Coffee Lake Core i5 8400 2.80-4.00GHz, 6 Core, 9MB Cache LGA1151 8th Gen. Processor",Intel Coffee Lake Core i5 8400,https://ryanscomputers.com/intel-coffee-lake-core-i5-8400-2-80-4-00ghz-6-core-9mb-cache-lga1151-8th-gen-processor.html,"17,500

",Intel,https://ryanscomputers.com/media/catalog/product/cache/1/small_image/300x200/9df78eab33525d08d6e5fb8d27136e95/i/5/i5-8400-1.jpg,"Model - Intel Coffee Lake Core i5 8400
 Code-Name - Coffee Lake
 Generation - 8th
 Base Frequency - 2.80 GHz
 Turbo Frequency Max. - 4.00 GHz
 Core - 6
 Threads - 6
 Smart Cache - 9 MB
 Bus Speed - 8 GT/s DMI3
 TDP - 65 W
 Lithography - 14 nm
 Memory Max. - 64 GB
 Memory Type - DDR4-2666
 Memory Chanels - 2
 Processor Graphics - Intel UHD Graphics 630
 Graphics Base Frequency - 350 MHz
 Graphics Dynamic Frequency Max. - 1.05 GHz
 Graphics Video Memory Max. - 64 GB
 Graphics Resolution Max. - 4096x2304@60Hz
 DirectX Support - 12
 OpenGL Support - 4.5
 Sockets Supported - LGA1151
 Specialty - Intel Quick Sync Video
 Intel InTru 3D Technology
 Intel Clear Video HD Technology
 Intel Optane Memory Supported
 Intel Turbo Boost Technology
 Intel Virtualization Technology
 Compatible Products - Chipset: B360
 H370
 H310
 Q370
 Z370
 Warranty - 3 Year (No Warranty for Fan or Cooler)"
(Bundle) Intel Kaby Lake Core i5 7500 3.40GHz-3.80GHz 6MB Cache LGA1151 7th Gen.Processor,Intel Kaby Lake Core i5 7500,https://ryanscomputers.com/bundle-intel-kaby-lake-core-i5-7500-3-40ghz-3-80ghz-6mb-cache-lga1151-7th-gen-processor.html,"17,500

",Intel,https://ryanscomputers.com/media/catalog/product/cache/1/small_image/300x200/9df78eab33525d08d6e5fb8d27136e95/i/5/i5-7500-1_1.jpg,"Model - Intel Kaby Lake Core i5 7500
 Code-Name - Kaby Lake
 Generation - 7th
 Base Frequency - 3.40 GHz
 Turbo Frequency Max. - 3.80 GHz
 Core - 4
 Threads - 4
 Smart Cache - 6 MB
 Bus Speed - 8 GT/s DMI3
 TDP - 65 W
 Lithography - 14 nm
 Memory Max. - 64 GB
 Memory Type - DDR4-2133/2400
 DDR3L-1333/1600 @ 1.35V
 Memory Chanels - 2
 Processor Graphics - Intel HD 630
 Graphics Base Frequency - 350.00 MHz
 Graphics Dynamic Frequency Max. - 1.10 GHz
 Graphics Video Memory Max. - 64 GB
 Graphics Resolution Max. - 4096x2304@24Hz
 DirectX Support - 12
 OpenGL Support - 4.4
 Sockets Supported - LGA1151
 Warranty - 3 Year (No Warranty for Fan or Cooler)
 Specialty - InTru 3D Technology
 Clear Video HD Technology
 Displays Supported-3
 Virtualization Technology
 4K Support
 Optane Memory Supported
 vPro Technology
 Others - Bundled with Mainboard
 HDD
 RAM and Casing
 Compatible Products - Chipset: Z270
 Z170
 H170
 H270
 H110
 B150
 B250
 Q270
 Q170"
AMD Ryzen 5 2600X 3.6GHZ-4.2GHz 6 Core 19MB+ Cache AM4 Socket Processor,AMD Ryzen 5 2600X,https://ryanscomputers.com/amd-ryzen-5-2600x-3-6ghz-4-2ghz-6-core-19mb-cache-am4-socket-processor.html,"19,000

",AMD,https://ryanscomputers.com/media/catalog/product/cache/1/small_image/300x200/9df78eab33525d08d6e5fb8d27136e95/r/y/ryzen-5-2600_1.jpg,"Model - AMD Ryzen 5 2600X
 Base Frequency - 3.6 GHz
 Turbo Frequency Max. - 4.2 GHz
 Core - 6
 Threads - 12
 L2 Cache - 3 MB
 L3 Cache - 16 MB
 TDP - 95 W
 Lithography - 12 nm FinFET
 Memory Type - DDR4 2933MHz
 Memory Chanels - 2
 Sockets Supported - AM4
 Warranty - 3 Year (No Warranty for Fan or Cooler)
 Specialty - AMD StoreMI Technology
 AMD SenseMI Technology
 AMD Ryzen Master Utility
 AMD Ryzen VR-Ready Premium
 Others - Thermal Solution: Wraith Spire
 PCI Express Version: PCIe 3.0 x16
 Max Temps: 95Degree C"
AMD RYZEN 7 1700 3.0-3.7 GHz 8-Core 16MB Cache 65W AM4 Turbo Processor,AMD RYZEN 7 1700,https://ryanscomputers.com/components/processor/amd-ryzen-7-1700-processor.html,"23,400

",AMD,https://ryanscomputers.com/media/catalog/product/cache/1/small_image/300x200/9df78eab33525d08d6e5fb8d27136e95/7/-/7-1700-1.jpg,"AMD RYZEN 7 1700 3.0-3.7 GHz 8-Core 16MB Cache 65W AM4 Turbo Processor
Efficient
 Powerful Multi-Core ProcessingTrue machine intelligence featuring 8 processor cores
 16 threads
 and an astonishingly efficient 65W TDP.
The Balance of Power Has ShiftedSuperior performance and efficiency
AMD Ryzen Ready AM4 Chipsets and Motherboards
AMD Socket AM4 represents the company’s future-proof platform targeting the fastest DDR4 memory
 PCIe 3.0
 and NVMe technologies available
 as well as the first native USB 3.1 Gen2 support on a chipset. With processor-direct SATA and USB connectivity
 configurable for real-world flexibility
 the new AM4 platform takes advantage of the leading-edge features of today
 and tomorrow
The ""Zen"" Core Architecture
Setting the Bar for High Performance and EfficiencyAMD’s high-performance x86 Core “Zen” architecture delivers >52% improvement in instructions-per-clock cycle over the previous generation AMD core
 without increasing power
Performance and Efficiency for Next-​Gen Applications
Cloud computing
 enterprise productivity
 immersive visual experiences
 gaming and data security open up new frontiers – and demand more computing performance with maximum energy efficiency. From the very beginning
 AMD engineers designed the new “Zen” core to meet those demands with a high-performance execution engine
 large caches
 and powerful multi-threading capabilities.
Powered by the AM4 Platform
The new AMD AM4 Platform puts effortless compatibility front and center. Our new 1331-pin processor socket works with the 7th Gen AMD APU
 AMD Ryzen CPU
 and the upcoming “Raven Ridge” APU. The one Socket AM4 motherboard you buy will work with any AM4 processor! And with support for the latest I/O standards like USB 3.1 Gen 2
 NVMe
 or PCI Express 3.0
 it’s easy to build a high-performance system that can grow with your needs
AMD Ryzen Master
Your tool to unlock AMD Ryzen Processors
 Every AMD Ryzen processor is multiplier-unlocked from the factory
 so you can personalize performance to your taste. AMD provides the AMD Ryzen Master utility to access this powerful advantage
Personalized Performance
AMD Ryzen Master provides for up to four profiles to store custom clocks and voltage adjustments for both the Ryzen CPU and DDR4 memory. You can park cores and adjust memory timings
 too.
System Monitoring
Accurate hardware status updates are vital
 so AMD Ryzen Master has you covered with both real-time monitoring and a histogram of per-core clock rates and temperature
 including average and peak readings.
Virtualization Solutions
We understand doing more with less is an unavoidable challenge when conducting business today. To help you meet that challenge head on
 we developed a unique suite of innovative virtualization technologies and integrated them directly into all AMD Opteron processors.
With revolutionary architecture featuring up to 16 cores
 AMD Opteron processors are built to support more VMs per server for greater consolidation— which can translate into lower server acquisition costs
 operational expense
 power consumption and data center floor space.
 
Model - AMD RYZEN 7 1700
 Code-Name - Zen
 Base Frequency - 3.0 GHz
 Turbo Frequency Max. - 3.7 GHz
 Core - 8
 Threads - 16
 L2 Cache - 4 MB
 L3 Cache - 16 MB
 TDP - 65 W
 Lithography - 14 nm
 Memory Type - DDR4
 Memory Chanels - 2
 Sockets Supported - AM4
 Warranty - 3 Year (No Warranty for Fan or Cooler)
 Others - Thermal Design Power: 65W"
"(Bundle) Intel 9th Gen Coffee Lake Core i5 9600k 3.7GHz-4.6GHz, 6 Core, 9MB Cache LGA1151 Socket Processor",Intel Core i5 9600K,https://ryanscomputers.com/bundle-intel-9th-gen-coffee-lake-core-i5-9600k-3-7ghz-4-6ghz-6-core-9mb-cache-lga1151-socket-processor.html,"23,500

",Intel,https://ryanscomputers.com/media/catalog/product/cache/1/small_image/300x200/9df78eab33525d08d6e5fb8d27136e95/9/6/9600k.jpg,"Model - Intel Core i5 9600K
 Code-Name - Coffee Lake
 Generation - 9th Gen
 Base Frequency - 3.70 GHz
 Turbo Frequency Max. - 4.60 GHz
 Core - 6
 Threads - 6
 Smart Cache - 9 MB
 Bus Speed - 8 GT/s DMI3
 TDP - 95 W
 Lithography - 14 nm
 Memory Max. - 64 GB
 Memory Type - DDR4-2666
 Memory Chanels - 2
 ECC Memory Supported - No
 Processor Graphics - Intel UHD Graphics 630
 Graphics Base Frequency - 350 MHz
 Graphics Dynamic Frequency Max. - 1.15 GHz
 Graphics Video Memory Max. - 64 GB
 Graphics Resolution Max. - 4096x2304@24Hz
 DirectX Support - 12
 OpenGL Support - 4.5
 Sockets Supported - LGA1151
 Warranty - 3 Year (No Warranty for Fan or Cooler)
 Specialty - Intel Quick Sync Video
 Intel InTru 3D Technology
 Intel Clear Video HD Technology
 Intel Optane Memory Supported
 Intel Hyper-Threading Technology
 Intel vPro Platform Eligibility
 Intel Virtualization Technology
 Others - Bundled with Mainboard
 HDD
 RAM and Casing
 Compatible Products - Chipset: B360
 H370
 H310
 Q370
 Z370
 Z390"
"(Single) Intel 9th Gen Coffee Lake Core i5 9600k 3.7GHz-4.6GHz, 6 Core, 9MB Cache LGA1151 Socket Processor",Intel Core i5 9600K,https://ryanscomputers.com/single-intel-9th-gen-coffee-lake-core-i5-9600k-3-7ghz-4-6ghz-6-core-9mb-cache-lga1151-socket-processor.html,"23,800

",Intel,https://ryanscomputers.com/media/catalog/product/cache/1/small_image/300x200/9df78eab33525d08d6e5fb8d27136e95/9/6/9600k_1.jpg,"Model - Intel Core i5 9600K
 Code-Name - Coffee Lake
 Generation - 9th Gen
 Base Frequency - 3.70 GHz
 Turbo Frequency Max. - 4.60 GHz
 Core - 6
 Threads - 6
 Smart Cache - 9 MB
 Bus Speed - 8 GT/s DMI3
 TDP - 95 W
 Lithography - 14 nm
 Memory Max. - 64 GB
 Memory Type - DDR4-2666
 Memory Chanels - 2
 ECC Memory Supported - No
 Processor Graphics - Intel UHD Graphics 630
 Graphics Base Frequency - 350 MHz
 Graphics Dynamic Frequency Max. - 1.15 GHz
 Graphics Video Memory Max. - 64 GB
 Graphics Resolution Max. - 4096x2304@24Hz
 DirectX Support - 12
 OpenGL Support - 4.5
 Sockets Supported - LGA1151
 Warranty - 3 Year (No Warranty for Fan or Cooler)
 Specialty - Intel Quick Sync Video
 Intel InTru 3D Technology
 Intel Clear Video HD Technology
 Intel Optane Memory Supported
 Intel Hyper-Threading Technology
 Intel vPro Platform Eligibility
 Intel Virtualization Technology
 Compatible Products - Chipset: B360
 H370
 H310
 Q370
 Z370
 Z390"
AMD RYZEN 7 1800X 3.6-4.0 GHz 8-Core 20MB+ Cache 95W AM4 Turbo Processor,AMD RYZEN 7 1800X,https://ryanscomputers.com/components/processor/amd-ryzen-7-1800x-processor.html,"26,000

",AMD,https://ryanscomputers.com/media/catalog/product/cache/1/small_image/300x200/9df78eab33525d08d6e5fb8d27136e95/7/-/7-1800x-1.jpg,"AMD RYZEN 7 1800X 3.6-4.0 GHz 8-Core 20MB+ Cache 95W AM4 Turbo Processor
The Pinnacle of Desktop Processing PowerTrue machine intelligence featuring 16 threads and the highest 8 core-processor clock rates
 all on the new Socket AM4 platform.
The Fastest Mainstream 8-Core Desktop Processor¹Ultimate performance and value for gamers and creators
The “Zen” Core Architecture
Built with AMD SenseMI Technology‡ to deliver a truly intelligent processor.
Setting the Bar for High Performance and Efficiency
AMD’s high-performance x86 Core “Zen” architecture delivers >52% improvement in instructions-per-clock cycle over the previous generation AMD core
 without increasing power
Performance and Efficiency for Next-​Gen Applications
Cloud computing
 enterprise productivity
 immersive visual experiences
 gaming and data security open up new frontiers – and demand more computing performance with maximum energy efficiency. From the very beginning
 AMD engineers designed the new “Zen” core to meet those demands with a high-performance execution engine
 large caches
 and powerful multi-threading capabilities.
Powered by the AM4 Platform
The new AMD AM4 Platform puts effortless compatibility front and center. Our new 1331-pin processor socket works with the AMD APU
 AMD Ryzen CPU
 and the upcoming “Raven Ridge” APU. The one Socket AM4 motherboard you buy will work with any AM4 processor! And with support for the latest I/O standards like USB 3.1 Gen 2
 NVMe
 or PCI Express 3.0
 it’s easy to build a high-performance system that can grow with your needs
AMD SenseMI Technology. Technology that thinks.
AMD introduces SenseMI technology
 a set of learning and adapting features that help the AMD Ryzen processor customize its performance to you and your applications. Finally: performance that thinks.
AMD Ryzen Master
Your tool to unlock AMD Ryzen ProcessorsEvery AMD Ryzen processor is multiplier-unlocked from the factory
 so you can personalize performance to your taste. AMD provides the AMD Ryzen Master utility to access this powerful advantage.
Personalized Performance
AMD Ryzen Master provides for up to four profiles to store custom clocks and voltage adjustments for both the Ryzen CPU and DDR4 memory. You can park cores and adjust memory timings
 too.
System Monitoring
Accurate hardware status updates are vital
 so AMD Ryzen Master has you covered with both real-time monitoring and a histogram of per-core clock rates and temperature
 including average and peak readings.
Virtualization Solutions
We understand doing more with less is an unavoidable challenge when conducting business today. To help you meet that challenge head on
 we developed a unique suite of innovative virtualization technologies and integrated them directly into all AMD Opteron processors.
With revolutionary architecture featuring up to 16 cores
 AMD Opteron processors are built to support more VMs per server for greater consolidation— which can translate into lower server acquisition costs
 operational expense
 power consumption and data center floor space.
 
Model - AMD RYZEN 7 1800X
 Code-Name - Zen
 Base Frequency - 3.6 GHz
 Turbo Frequency Max. - 4.0 GHz
 Core - 8
 Threads - 16
 L2 Cache - 4 MB
 L3 Cache - 16 MB
 TDP - 95 W
 Lithography - 14 nm
 Memory Type - DDR4
 Memory Chanels - 2
 Processor Graphics - Processor Graphics
 Sockets Supported - AM4
 Warranty - 3 Year (No Warranty for Fan or Cooler)"
AMD RYZEN 7 1700X 3.4-3.8 GHz 8-Core 20MB+ Cache 95W AM4 Turbo Processor,AMD RYZEN 7 1700X,https://ryanscomputers.com/components/processor/amd-ryzen-7-1700x-processor.html,"26,500

",AMD,https://ryanscomputers.com/media/catalog/product/cache/1/small_image/300x200/9df78eab33525d08d6e5fb8d27136e95/r/y/ryzen-7-1700x-1.jpg,"AMD RYZEN 7 1700X 3.4-3.8 GHz 8-Core 20MB+ Cache 95W AM4 Turbo Processor
Incredible Multi-Core PerformanceTrue machine intelligence featuring 8 processor cores
 16 threads
 and Extended Frequency Range (XFR) in the presence of better cooling.
The Balance of Power Has ShiftedAMD Ryzen 7 1700X
The superior processor for creators & gamers.
The ""Zen"" Core Architecture
Built with AMD SenseMI Technology‡ to deliver a truly intelligent processor.
Setting the Bar for High Performance and Efficiency
AMD’s high-performance x86 Core “Zen” architecture delivers >52% improvement in instructions-per-clock cycle over the previous generation AMD core
 without increasing power
Performance and Efficiency for Next-​Gen Applications
Cloud computing
 enterprise productivity
 immersive visual experiences
 gaming and data security open up new frontiers – and demand more computing performance with maximum energy efficiency. From the very beginning
 AMD engineers designed the new “Zen” core to meet those demands with a high-performance execution engine
 large caches
 and powerful multi-threading capabilities.
Powered by the AM4 Platform
The new AMD AM4 Platform puts effortless compatibility front and center. Our new 1331-pin processor socket works with the 7th Gen AMD APU
 AMD Ryzen CPU
 and the upcoming “Raven Ridge” APU. The one Socket AM4 motherboard you buy will work with any AM4 processor! And with support for the latest I/O standards like USB 3.1 Gen 2
 NVMe
 or PCI Express 3.0
 it’s easy to build a high-performance system that can grow with your needs.2
AMD SenseMI Technology. Technology that thinks.
AMD introduces SenseMI technology
 a set of learning and adapting features that help the AMD Ryzen processor customize its performance to you and your applications. Finally: performance that thinks.
AMD Ryzen Master
Your tool to unlock AMD Ryzen Processors
Every AMD Ryzen processor is multiplier-unlocked from the factory
 so you can personalize performance to your taste. AMD provides the AMD Ryzen Master utility to access this powerful advantage
Personalized Performance
AMD Ryzen Master provides for up to four profiles to store custom clocks and voltage adjustments for both the Ryzen CPU and DDR4 memory. You can park cores and adjust memory timings
 too.
System Monitoring
Accurate hardware status updates are vital
 so AMD Ryzen Master has you covered with both real-time monitoring and a histogram of per-core clock rates and temperature
 including average and peak readings.
Virtualization Solutions
We understand doing more with less is an unavoidable challenge when conducting business today. To help you meet that challenge head on
 we developed a unique suite of innovative virtualization technologies and integrated them directly into all AMD Opteron processors.
With revolutionary architecture featuring up to 16 cores
 AMD Opteron processors are built to support more VMs per server for greater consolidation— which can translate into lower server acquisition costs
 operational expense
 power consumption and data center floor space.
Model - AMD RYZEN 7 1700X
 Code-Name - Zen
 Base Frequency - 3.4 GHz
 Turbo Frequency Max. - 3.8 GHz
 Core - 8
 Threads - 16
 L2 Cache - 4 MB
 L3 Cache - 16 MB
 TDP - 95 W
 Lithography - 14 nm
 Memory Type - DDR4
 Memory Chanels - 2
 Sockets Supported - AM4
 Warranty - 3 Year (No Warranty for Fan or Cooler)
 Others - Thermal Design Power: 95W"
AMD Ryzen 7 2700 3.2GHz-4.1GHz 8 Core 20MB+ Cache AM4 Socket Processor,AMD Ryzen 7 2700,https://ryanscomputers.com/amd-ryzen-7-2700-3-2ghz-4-1ghz-8-core-20mb-cache-am4-socket-processor.html,"27,000

",AMD,https://ryanscomputers.com/media/catalog/product/cache/1/small_image/300x200/9df78eab33525d08d6e5fb8d27136e95/r/y/ryzen-7-2700.jpg,"Model - AMD Ryzen 7 2700
 Base Frequency - 3.2 GHz
 Turbo Frequency Max. - 4.1 GHz
 Core - 8
 Threads - 16
 L2 Cache - 4 MB
 L3 Cache - 16 MB
 TDP - 65 W
 Lithography - 12 nm FinFET
 Memory Type - DDR4 2933MHz
 Memory Chanels - 2
 Sockets Supported - AM4
 Warranty - 3 Year (No Warranty for Fan or Cooler)
 Specialty - AMD StoreMI Technology
 AMD SenseMI Technology
 AMD Ryzen Master Utility
 AMD Ryzen VR-Ready Premium
 Others - Thermal Solution: Wraith Spire with RGB LED
 PCI Express Version: PCIe 3.0 x16
 Max Temps: 95Degree C"
"Intel Xeon E3-1240 v6 3.7GHz-4.1Ghz, 4 Core, 8 Thread, 8MB Cache Processor",Intel Xeon E3-1240 v6,https://ryanscomputers.com/intel-xeon-e3-1240-v6-3-7ghz-4-1ghz-4-core-8-thread-8mb-cache-processor.html,"27,000

",Intel,https://ryanscomputers.com/media/catalog/product/cache/1/small_image/300x200/9df78eab33525d08d6e5fb8d27136e95/e/3/e3-1240.jpg,"Model - Intel Xeon E3-1240 v6
 Code-Name - Kaby Lake
 Base Frequency - 3.70 GHz
 Turbo Frequency Max. - 4.10 GHz
 Core - 4
 Threads - 8
 Smart Cache - 8 MB
 Bus Speed - 8 GT/s DMI3
 TDP - 72 W
 Lithography - 14 nm
 Memory Max. - 64 GB
 Memory Type - DDR4-2400
 DDR3L-1866
 Memory Chanels - 2
 ECC Memory Supported - Yes
 Sockets Supported - FCLGA1151
 Warranty - 3 Year (No Warranty for Fan or Cooler)
 Specialty - Intel Optane Memory Supported
 Intel Turbo Boost Technology
 Intel Hyper-Threading Technology
 Intel Virtualization Technology (VT-x)
 Intel vPro Platform Eligibility
 Others - PCI Express Revision: 3.0
 Compatible Products - Chipset: Server System R1304SPOSHBNR
 R1304SPOSHORR
 R1208SPOSHORR
 Server Board S1200SPLR
 S1200SPOR
 S1200SPSR
 Form Factor: 1U Rack
 uATX"
